v1,v1_ref,v2,v2_ref
1.303350977850494e-21,0,-6.647801319005452e-22,0
1.303658764229123e-21,0,-6.653658476318277e-22,0
1.3033513479889171e-21,0,-6.6481102850597615e-22,0
1.3036583937896727e-21,0,-6.6532845928695e-22,0
1.3033512341865772e-21,0,-6.647812668484199e-22,0
1.3036588299478437e-21,0,-6.653648934931374e-22,0
1.3033515747202043e-21,0,-6.648112902220904e-22,0
1.3036585271713373e-21,0,-6.653255887580026e-22,0
1.3033512466523839e-21,0,-6.647792513902043e-22,0
1.3036590365300703e-21,0,-6.653650459807564e-22,0
1.303351645020709e-21,0,-6.648101583577349e-22,0
1.3036586764537867e-21,0,-6.653277354111788e-22,0
1.303351512788425e-21,0,-6.6478062863294335e-22,0
1.3036591093861285e-21,0,-6.653643135418038e-22,0
1.3033518567178364e-21,0,-6.648107230084879e-22,0
1.3036586841406632e-21,0,-6.653270179990565e-22,0
1.303351505844074e-21,0,-6.647784872396526e-22,0
1.3036592976713537e-21,0,-6.653643747947136e-22,0
1.3033518829127393e-21,0,-6.648096863533192e-22,0
1.3036588178589116e-21,0,-6.653293240288995e-22,0
1.3033516422904538e-21,0,-6.647820723197957e-22,0
1.3036593483203736e-21,0,-6.653636233374326e-22,0
1.3033520959419313e-21,0,-6.648101419379188e-22,0
1.3036589181003148e-21,0,-6.6532645431826705e-22,0
1.3033516252499767e-21,0,-6.647800049295278e-22,0
1.3036594034986036e-21,0,-6.65365771373033e-22,0
1.3033521021403518e-21,0,-6.648090047257499e-22,0
1.3036590380630985e-21,0,-6.6532872831873e-22,0
1.3033518621531974e-21,0,-6.647814981090018e-22,0
1.3036594479726811e-21,0,-6.653650836656814e-22,0
1.3033521811336526e-21,0,-6.64811468152225e-22,0
1.3036591226247928e-21,0,-6.653257428908272e-22,0
1.3033518312597826e-21,0,-6.647793865768275e-22,0
1.3036596118532717e-21,0,-6.653651741519677e-22,0
1.3033521877867684e-21,0,-6.648103990693167e-22,0
1.3036592234929142e-21,0,-6.653279291030863e-22,0
1.3033520554205075e-21,0,-6.647808012606718e-22,0
1.3036596411042147e-21,0,-6.653644599725421e-22,0
1.3033523788809321e-21,0,-6.648108517808899e-22,0
1.303659191584037e-21,0,-6.653271223308976e-22,0
1.3033519116344517e-21,0,-6.647857610213106e-22,0
1.303659456016607e-21,0,-6.653700686418675e-22,0
1.3033519312816078e-21,0,-6.648150327002343e-22,0
1.3036587059254978e-21,0,-6.653354686673388e-22,0
1.3033513138855006e-21,0,-6.647874648727461e-22,0
1.3036589255986714e-21,0,-6.653724890322964e-22,0
1.3033514852067163e-21,0,-6.648168810742121e-22,0
1.3036581947868018e-21,0,-6.653373697611407e-22,0
1.3033509235985627e-21,0,-6.647897584345568e-22,0
1.3036584379179132e-21,0,-6.653732859398586e-22,0
1.303351165155538e-21,0,-6.648189542472101e-22,0
1.3036577204465492e-21,0,-6.653380080372524e-22,0
1.303350399405001e-21,0,-6.647902377399305e-22,0
1.3036580707988509e-21,0,-6.6537330627189915e-22,0
1.3033507483722992e-21,0,-6.648184410885814e-22,0
1.3036575097968e-21,0,-6.653340334453611e-22,0
1.3033502997293133e-21,0,-6.647848765292831e-22,0
1.3036580625921335e-21,0,-6.653701868935817e-22,0
1.3033507503286056e-21,0,-6.648129944260431e-22,0
1.3036576569704868e-21,0,-6.653323252181366e-22,0
1.3033502962270035e-21,0,-6.647882737572484e-22,0
1.3036579319636324e-21,0,-6.653726341678022e-22,0
1.303350552868889e-21,0,-6.64817732592255e-22,0
1.3036572002758722e-21,0,-6.653341226775909e-22,0
1.3033498346092103e-21,0,-6.647899424985281e-22,0
1.3036574001537166e-21,0,-6.653737946496696e-22,0
1.3033499772598482e-21,0,-6.648180470116032e-22,0
1.3036568912735937e-21,0,-6.653343535755751e-22,0
1.3033497602471876e-21,0,-6.64788867264013e-22,0
1.3036572918870981e-21,0,-6.653717696037301e-22,0
1.3033500090511919e-21,0,-6.6481756773777785e-22,0
1.3036569343042976e-21,0,-6.653312923039545e-22,0
1.3033497537883048e-21,0,-6.647823690252497e-22,0
1.3036575424237704e-21,0,-6.65367968910747e-22,0
1.3033502558549333e-21,0,-6.648109948417249e-22,0
1.3036572036689987e-21,0,-6.65330526496074e-22,0
1.3033500469339074e-21,0,-6.64783154688483e-22,0
1.303657769360719e-21,0,-6.653646201038096e-22,0
1.303350534490484e-21,0,-6.648110572524268e-22,0
1.30365737667213e-21,0,-6.653272892953716e-22,0
1.3033501015877749e-21,0,-6.647807899781207e-22,0
1.3036578967983361e-21,0,-6.6536648337164595e-22,0
1.3033506125386762e-21,0,-6.648096600926607e-22,0
1.303657567275813e-21,0,-6.65329335706238e-22,0
1.3033504113838186e-21,0,-6.647820902897941e-22,0
1.30365813666343e-21,0,-6.653636497024482e-22,0
1.3033509034971558e-21,0,-6.648101758269878e-22,0
1.3036577441265019e-21,0,-6.653264956717007e-22,0
1.3033504694566699e-21,0,-6.647800538590775e-22,0
1.3036582654311439e-21,0,-6.653658255160367e-22,0
1.3033509816665367e-21,0,-6.648090630191499e-22,0
1.3036579354099704e-21,0,-6.653287895929425e-22,0
1.3033507768955167e-21,0,-6.6478156246792835e-22,0
1.303658379662575e-21,0,-6.653651520881166e-22,0
1.3033511284368388e-21,0,-6.648115421099344e-22,0
1.303658080064577e-21,0,-6.653258175159335e-22,0
1.3033508047603224e-21,0,-6.647794649988447e-22,0
1.3036586009094254e-21,0,-6.653652554727656e-22,0
1.3033511923387902e-21,0,-6.648104782917721e-22,0
1.3036582431611279e-21,0,-6.653280112629019e-22,0
1.3033510900255763e-21,0,-6.647808818326546e-22,0
1.3036586906914166e-21,0,-6.653645409503163e-22,0
1.3033514416273171e-21,0,-6.648109398696268e-22,0
1.3036582692014132e-21,0,-6.653271887682198e-22,0
1.3033511001685811e-21,0,-6.647786608577686e-22,0
1.303658894787734e-21,0,-6.653645408872033e-22,0
1.303351484229898e-21,0,-6.648098369089565e-22,0
1.3036584245744543e-21,0,-6.653294637738566e-22,0
1.3033512538983804e-21,0,-6.647822003982365e-22,0
1.3036589663811716e-21,0,-6.6536372978016175e-22,0
1.3033517191971864e-21,0,-6.648102404941044e-22,0
1.303658546167657e-21,0,-6.653265490064049e-22,0
1.3033512585970689e-21,0,-6.647800939133979e-22,0
1.3036590420924646e-21,0,-6.653658547282101e-22,0
1.3033517432395612e-21,0,-6.648090825671594e-22,0
1.3036586840670055e-21,0,-6.653288007626702e-22,0
1.3033515134882742e-21,0,-6.647815665625197e-22,0
1.3036591046467298e-21,0,-6.653651525285023e-22,0
1.3033518438795402e-21,0,-6.648115028469871e-22,0
1.3036585184651106e-21,0,-6.653341808834126e-22,0
1.3033511457023255e-21,0,-6.647862782736476e-22,0
1.3036587741277374e-21,0,-6.653711768828231e-22,0
1.3033513729901173e-21,0,-6.648162956956514e-22,0
1.3036580423473475e-21,0,-6.653320263331659e-22,0
1.3033508378433248e-21,0,-6.647830894511902e-22,0
1.303658605345207e-21,0,-6.653686540231692e-22,0
1.3033512932072612e-21,0,-6.648115790254243e-22,0
1.3036583372277894e-21,0,-6.653290281129756e-22,0
1.3033511728284016e-21,0,-6.647817620033836e-22,0
1.3036587660505258e-21,0,-6.653653445828567e-22,0
1.3033515076598275e-21,0,-6.648117143190836e-22,0
1.3036584575279768e-21,0,-6.653259728749558e-22,0
1.3033511747608173e-21,0,-6.647796015822123e-22,0
1.3036589617471786e-21,0,-6.653653658396076e-22,0
1.3033515461842896e-21,0,-6.648105975181813e-22,0
1.3036585903415845e-21,0,-6.653281167378217e-22,0
1.3033514306949941e-21,0,-6.647809740333549e-22,0
1.303659024834332e-21,0,-6.653646231631391e-22,0
1.3033517713428468e-21,0,-6.648110036557796e-22,0
1.3036585977971452e-21,0,-6.653272697947105e-22,0
1.303351417370443e-21,0,-6.647787254107488e-22,0
1.3036592027868669e-21,0,-6.653646019721869e-22,0
1.3033517877568103e-21,0,-6.6480989221975265e-22,0
1.3036587227249898e-21,0,-6.653295114404717e-22,0
1.3033515469270476e-21,0,-6.647822427934247e-22,0
1.3036592528496843e-21,0,-6.653637793309218e-22,0
1.3033519984112626e-21,0,-6.648102813992511e-22,0
1.3036588207087406e-21,0,-6.653265823591425e-22,0
1.3033515282832667e-21,0,-6.64780122063158e-22,0
1.3036593064480252e-21,0,-6.653658625254647e-22,0
1.3033520080262593e-21,0,-6.648090890590892e-22,0
1.3036589444999303e-21,0,-6.653288083892695e-22,0
1.3033517697286715e-21,0,-6.647815712369191e-22,0
1.3036593564796917e-21,0,-6.653651522622416e-22,0
1.3033520898160774e-21,0,-6.648115347505022e-22,0
1.3036590318782946e-21,0,-6.653258054764636e-22,0
1.3033517407229901e-21,0,-6.647794494079387e-22,0
1.3036595206898947e-21,0,-6.653652214471839e-22,0
1.3033520955582793e-21,0,-6.648104501450381e-22,0
1.3036590179565398e-21,0,-6.653300325206649e-22,0
1.30335183600139e-21,0,-6.647826786235649e-22,0
1.3036593849772985e-21,0,-6.653702024526788e-22,0
1.303352007076898e-21,0,-6.648155094573209e-22,0
1.3036586504280773e-21,0,-6.653318440924775e-22,0
1.3033515047236723e-21,0,-6.647866302659082e-22,0
1.3036591240887021e-21,0,-6.6536879763718185e-22,0
1.3033518295574479e-21,0,-6.64814806625513e-22,0
1.3036587519168456e-21,0,-6.653287609432962e-22,0
1.3033515639373527e-21,0,-6.647800385024323e-22,0
1.3036593384373729e-21,0,-6.653658445709643e-22,0
1.3033520400601417e-21,0,-6.64809071941696e-22,0
1.3036589763360676e-21,0,-6.653287929069365e-22,0
1.3033518020460636e-21,0,-6.64781558522589e-22,0
1.3036593851777844e-21,0,-6.65365153006476e-22,0
1.3033521183905909e-21,0,-6.648115330950588e-22,0
1.3036590600623825e-21,0,-6.653258042528436e-22,0
1.3033517687189268e-21,0,-6.647794467224647e-22,0
1.3036595503075098e-21,0,-6.65365212692074e-22,0
1.3033522448075203e-21,0,-6.648084964455851e-22,0
1.3036591833264368e-21,0,-6.65328267463013e-22,0
1.3033520091356106e-21,0,-6.647810840206646e-22,0
1.3036597204683131e-21,0,-6.653627209041021e-22,0
1.303352470444155e-21,0,-6.648093158868279e-22,0
1.3036591530117779e-21,0,-6.653322939770789e-22,0
1.3033518182141862e-21,0,-6.647848682178899e-22,0
1.3036592747786305e-21,0,-6.653686521193556e-22,0
1.3033520293728946e-21,0,-6.648152960099527e-22,0
1.303658596154404e-21,0,-6.653346780267175e-22,0
1.3033512880205454e-21,0,-6.647872418109712e-22,0
1.3036589226773923e-21,0,-6.653716703768466e-22,0
1.303351514989019e-21,0,-6.648167361025179e-22,0
1.3036581729650674e-21,0,-6.653324986524445e-22,0
1.3033509654791236e-21,0,-6.647835092166866e-22,0
1.303658729741214e-21,0,-6.653689151971029e-22,0
1.3033514181964064e-21,0,-6.648118220185576e-22,0
1.30365832305166e-21,0,-6.653312603355728e-22,0
1.3033509578809062e-21,0,-6.647873095093328e-22,0
1.3036584505644295e-21,0,-6.653700500150811e-22,0
1.3033511590736076e-21,0,-6.648160121722334e-22,0
1.30365808132516e-21,0,-6.653298749760968e-22,0
1.3033508008772056e-21,0,-6.647883236944294e-22,0
1.3036583276209112e-21,0,-6.653720033314059e-22,0
1.303350819758515e-21,0,-6.648163258351989e-22,0
1.3036578341235354e-21,0,-6.653333275418126e-22,0
1.303350648746919e-21,0,-6.647856759409024e-22,0
1.3036581955661354e-21,0,-6.653728792321322e-22,0
1.3033508154259148e-21,0,-6.648179804404385e-22,0
1.303657499558783e-21,0,-6.653339861922764e-22,0
1.3033501404350296e-21,0,-6.647898053918409e-22,0
1.3036577670717974e-21,0,-6.653740240280285e-22,0
1.303350335949532e-21,0,-6.648182748953966e-22,0
1.303657050176521e-21,0,-6.6533864430992885e-22,0
1.3033497889917151e-21,0,-6.6479091890875655e-22,0
1.3036573197636801e-21,0,-6.653743932054035e-22,0
1.3033499850136095e-21,0,-6.648195880412781e-22,0
1.303656664107602e-21,0,-6.653354794337843e-22,0
1.303349522586681e-21,0,-6.647898893697135e-22,0
1.3036571693196844e-21,0,-6.65373982609226e-22,0
1.3033497518164954e-21,0,-6.648174958641032e-22,0
1.303656812813327e-21,0,-6.653345924705643e-22,0
1.303349660256706e-21,0,-6.647860901395797e-22,0
1.3036573526550364e-21,0,-6.653673081345096e-22,0
1.3033501025164397e-21,0,-6.648135257979584e-22,0
1.3036570555912845e-21,0,-6.653275930346671e-22,0
1.3033497847708168e-21,0,-6.647811140539451e-22,0
1.3036575839506218e-21,0,-6.653667704088451e-22,0
1.3033503050723752e-21,0,-6.64809921453709e-22,0
1.3036572626096699e-21,0,-6.653295643312446e-22,0
1.3033501113947883e-21,0,-6.647822860703596e-22,0
1.3036577169850678e-21,0,-6.653658069431795e-22,0
1.3033504732624694e-21,0,-6.648121377165662e-22,0
1.3036574326913904e-21,0,-6.653263546129248e-22,0
1.3033501614518172e-21,0,-6.647799964829671e-22,0
1.3036579615076445e-21,0,-6.653657600766685e-22,0
1.3033506843531353e-21,0,-6.648089850596258e-22,0
1.3036576430818168e-21,0,-6.653287260315155e-22,0
1.3033504895663153e-21,0,-6.647815068324057e-22,0
1.3036580971765418e-21,0,-6.65365104499733e-22,0
1.3033508504785524e-21,0,-6.648115024805652e-22,0
1.3036578068013795e-21,0,-6.653257834676834e-22,0
1.3033505363213112e-21,0,-6.647794334590967e-22,0
1.303658336544033e-21,0,-6.653652118668576e-22,0
1.3033509302946826e-21,0,-6.648104516251187e-22,0
1.3036578712854844e-21,0,-6.653300270132763e-22,0
1.3033507080403194e-21,0,-6.647826971311291e-22,0
1.303658424002178e-21,0,-6.653642067843892e-22,0
1.3033511846073809e-21,0,-6.648106758693965e-22,0
1.3036578817408969e-21,0,-6.653334173363062e-22,0
1.3033505228849406e-21,0.020279895878253323,-6.647855814690645e-22,0.020279895878253316
0.0018391742606571758,0.020279895878253323,0.0012939913052033391,0.020279895878253316
0.0020293465642058535,0.020279895878253323,0.0024557342677118017,0.020279895878253316
0.00222370727387516,0.020279895878253323,0.0035284427413728487,0.020279895878253316
0.0024215673767886093,0.020279895878253323,0.004519791711183414,0.020279895878253316
0.00262230605416344,0.020279895878253323,0.005436755709349316,0.020279895878253316
0.0028253642121457553,0.020279895878253323,0.006285674420882564,0.020279895878253316
0.0030302386261981847,0.020279895878253323,0.00707231207420307,0.020279895878253316
0.0032364766411192413,0.020279895878253323,0.007801911208231663,0.020279895878253316
0.003443671373800639,0.020279895878253323,0.008479241351250177,0.020279895878253316
0.0036514573708746755,0.020279895878253323,0.009108643095751054,0.020279895878253316
0.003859506677957294,0.020279895878253323,0.009694068007310309,0.020279895878253316
0.004067525281332569,0.020279895878253323,0.010239114763707112,0.020279895878253316
0.004275249886646319,0.020279895878253323,0.01074706188276957,0.020279895878253316
0.004482445002568061,0.020279895878253323,0.011220897363150288,0.020279895878253316
0.004688900300420479,0.020279895878253323,0.011663345531451274,0.020279895878253316
0.004894428223551947,0.020279895878253323,0.012076891361026798,0.020279895878253316
0.005098861822722242,0.020279895878253323,0.012463802502560364,0.020279895878253316
0.0053020527960315235,0.020279895878253323,0.012826149243625563,0.020279895878253316
0.005503869713972077,0.020279895878253323,0.013165822593721954,0.020279895878253316
0.005704196412031036,0.020279895878253323,0.013484550672573096,0.020279895878253316
0.0059029305349424625,0.020279895878253323,0.013783913562552912,0.020279895878253316
0.00609998221820909,0.020279895878253323,0.014065356770745777,0.020279895878253316
0.006295272893876418,0.020279895878253323,0.014330203432325706,0.020279895878253316
0.0064887342087814595,0.020279895878253323,0.0145796653744238,0.020279895878253316
0.0066803070446285594,0.020279895878253323,0.014814853148220194,0.020279895878253316
0.006869940630241218,0.020279895878253323,0.015036785126889704,0.020279895878253316
0.007057591737274321,0.020279895878253323,0.015246395757602223,0.020279895878253316
0.007243223951488865,0.020279895878253323,0.015444543047482601,0.020279895878253316
0.007426807012446114,0.020279895878253323,0.015632015355811654,0.020279895878253316
0.007608316215155193,0.020279895878253323,0.015809537557885146,0.020279895878253316
0.007787731867828195,0.020279895878253323,0.015977776639701936,0.020279895878253316
0.007965038800443566,0.020279895878253323,0.01613734677708724,0.020279895878253316
0.008140225919328939,0.020279895878253323,0.01628881394773283,0.020279895878253316
0.008313285803425769,0.020279895878253323,0.01643270012003148,0.020279895878253316
0.008484214338310576,0.020279895878253323,0.016569487058444306,0.020279895878253316
0.008653010384418751,0.020279895878253323,0.016699619781370682,0.020279895878253316
0.008819675476258112,0.020279895878253323,0.016823509704035816,0.020279895878253316
0.00898421354969736,0.020279895878253323,0.016941537495895755,0.020279895878253316
0.00914663069469748,0.020279895878253323,0.01705405567922373,0.020279895878253316
0.009306934931096748,0.020279895878253323,0.01716139099303802,0.020279895878253316
0.009465136005291905,0.020279895878253323,0.01726384654423669,0.020279895878253316
0.009621245205858808,0.020279895878253323,0.017361703765744682,0.020279895878253316
0.009775275196343124,0.020279895878253323,0.017455224199586353,0.020279895878253316
0.009927239863614159,0.020279895878253323,0.017544651121164115,0.020279895878253316
0.010077154180334127,0.020279895878253323,0.01763021101940429,0.020279895878253316
0.010225034080224698,0.020279895878253323,0.01771211494611811,0.020279895878253316
0.010370896344940204,0.020279895878253323,0.01779055974664804,0.020279895878253316
0.01051475850147182,0.020279895878253323,0.01786572918269628,0.020279895878253316
0.010656638729098541,0.020279895878253323,0.017937794957305752,0.020279895878253316
0.010796555775007982,0.020279895878253323,0.018006917650885065,0.020279895878253316
0.010934528877779407,0.020279895878253323,0.018073247576466583,0.020279895878253316
0.01107057769800296,0.020279895878253323,0.018136925561560734,0.020279895878253316
0.011204722255379305,0.020279895878253323,0.01819808366324986,0.020279895878253316
0.011336982871697885,0.020279895878253323,0.018256845822634628,0.020279895878253316
0.011467380119159137,0.020279895878253323,0.01831332846405689,0.020279895878253316
0.011595934773543853,0.020279895878253323,0.018367641044138048,0.020279895878253316
0.011722667771790764,0.020279895878253323,0.018419886555094835,0.020279895878253316
0.011847600173573851,0.020279895878253323,0.01847016198647438,0.020279895878253316
0.011970753126520208,0.020279895878253323,0.01851855874896914,0.020279895878253316
0.012092147834730005,0.020279895878253323,0.0185651630637393,0.020279895878253316
0.01221180553030287,0.020279895878253323,0.018610056320255648,0.020279895878253316
0.012329747447595749,0.020279895878253323,0.01865331540546434,0.020279895878253316
0.01244599479996704,0.020279895878253323,0.01869501300675723,0.020279895878253316
0.012560568758776496,0.020279895878253323,0.01873521789110913,0.020279895878253316
0.012673490434445758,0.020279895878253323,0.01877399516236121,0.020279895878253316
0.01278478085938549,0.020279895878253323,0.018811406498630764,0.020279895878253316
0.012894460972628103,0.020279895878253323,0.01884751037149088,0.020279895878253316
0.013002551606009006,0.020279895878253323,0.018882362248529627,0.020279895878253316
0.0131090734717601,0.020279895878253323,0.018916014780667983,0.020279895878253316
0.013214047151387043,0.020279895878253323,0.01894851797556086,0.020279895878253316
0.013317493085719681,0.020279895878253323,0.018979919358217315,0.020279895878253316
0.013419431566026749,0.020279895878253323,0.019010264119940598,0.020279895878253316
0.013519882726104332,0.020279895878253323,0.01903959525652788,0.020279895878253316
0.013618866535250495,0.020279895878253323,0.01906795369663712,0.020279895878253316
0.013716402792046471,0.020279895878253323,0.019095378421110906,0.020279895878253316
0.013812511118874533,0.020279895878253323,0.019121906574015524,0.020279895878253316
0.013907210957108425,0.020279895878253323,0.019147573566023014,0.020279895878253316
0.014000521562915659,0.020279895878253323,0.019172413170780632,0.020279895878253316
0.014092462003617702,0.020279895878253323,0.019196457614826183,0.020279895878253316
0.014183051154562525,0.020279895878253323,0.019219737661516585,0.020279895878253316
0.014272307696458765,0.020279895878253323,0.019242282689488514,0.020279895878253316
0.014360250113137556,0.020279895878253323,0.019264120766026207,0.020279895878253316
0.014446896689699892,0.020279895878253323,0.019285278715757814,0.020279895878253316
0.014532265511016041,0.020279895878253323,0.019305782185031397,0.020279895878253316
0.014616374460551534,0.020279895878253323,0.019325655702252538,0.020279895878253316
0.014699241219482025,0.020279895878253323,0.019344922734555445,0.020279895878253316
0.014780883266081679,0.020279895878253323,0.01936360574100117,0.020279895878253316
0.014861317875352237,0.020279895878253323,0.019381726222612698,0.020279895878253316
0.014940562118878785,0.020279895878253323,0.019399304769433016,0.020279895878253316
0.015018632864886203,0.020279895878253323,0.019416361104854153,0.020279895878253316
0.015095546778483442,0.020279895878253323,0.019432914127368483,0.020279895878253316
0.015171320322075582,0.020279895878253323,0.019448981949957277,0.020279895878253316
0.015245969755930192,0.020279895878253323,0.019464581937258932,0.020279895878253316
0.015319511138884967,0.020279895878253323,0.019479730740658917,0.020279895878253316
0.015391960329180056,0.020279895878253323,0.01949444433147564,0.020279895878253316
0.015463332985409934,0.020279895878253323,0.019508738032315922,0.020279895878253316
0.01553364456757723,0.020279895878253323,0.019522626546773815,0.020279895878253316
0.01560291033824397,0.020279895878253323,0.01953612398753314,0.020279895878253316
0.015671145363767947,0.020279895878253323,0.019549243903011135,0.020279895878253316
0.015738364515618067,0.020279895878253323,0.019561999302608928,0.020279895878253316
0.015804582471759858,0.020279895878253323,0.019574402680670545,0.020279895878253316
0.015869813718105308,0.020279895878253323,0.019586466039216044,0.020279895878253316
0.01593407255001754,0.020279895878253323,0.019598200909553137,0.020279895878253316
0.01599737307387079,0.020279895878253323,0.019609618372776385,0.020279895878253316
0.01605972920865135,0.020279895878253323,0.019620729079297853,0.020279895878253316
0.016121154687603622,0.020279895878253323,0.019631543267384675,0.020279895878253316
0.01618166305991041,0.020279895878253323,0.019642070780818997,0.020279895878253316
0.016241267692404176,0.020279895878253323,0.019652321085715633,0.020279895878253316
0.016299981771309,0.020279895878253323,0.019662303286520785,0.020279895878253316
0.016357818304004432,0.020279895878253323,0.019672026141273027,0.020279895878253316
0.016414790120811318,0.020279895878253323,0.019681498076142355,0.020279895878253316
0.0164709098767972,0.020279895878253323,0.019690727199286998,0.020279895878253316
0.016526190053593952,0.020279895878253323,0.019699721314086684,0.020279895878253316
0.01658064296123056,0.020279895878253323,0.019708487931758806,0.020279895878253316
0.016634280739974534,0.020279895878253323,0.019717034283402067,0.020279895878253316
0.01668711536218182,0.020279895878253323,0.01972536733150139,0.020279895878253316
0.016739158634152266,0.020279895878253323,0.01973349378091566,0.020279895878253316
0.01679042219798952,0.020279895878253323,0.019741420089367342,0.020279895878253316
0.016840917533462278,0.020279895878253323,0.019749152477481456,0.020279895878253316
0.0168906559598673,0.020279895878253323,0.019756696938364106,0.020279895878253316
0.016939648637890065,0.020279895878253323,0.01976405924677765,0.020279895878253316
0.016987906571464064,0.020279895878253323,0.019771244967908646,0.020279895878253316
0.017035440609626234,0.020279895878253323,0.019778259465754327,0.020279895878253316
0.01708226144836717,0.020279895878253323,0.0197851079111488,0.020279895878253316
0.017128379632475637,0.020279895878253323,0.019791795289449684,0.020279895878253316
0.017173805557377332,0.020279895878253323,0.019798326407878493,0.020279895878253316
0.017218549470962994,0.020279895878253323,0.01980470590257932,0.020279895878253316
0.01726262147541147,0.020279895878253323,0.019810938245339273,0.020279895878253316
0.01730603152899965,0.020279895878253323,0.019817027750064935,0.020279895878253316
0.017348789447906306,0.020279895878253323,0.019822978578942996,0.020279895878253316
0.017390904907999796,0.020279895878253323,0.0198287947483928,0.020279895878253316
0.01743238744662023,0.020279895878253323,0.019834480134718554,0.020279895878253316
0.017473246464344148,0.020279895878253323,0.019840038479573812,0.020279895878253316
0.017513491226740313,0.020279895878253323,0.01984547339516194,0.020279895878253316
0.01755313086611185,0.020279895878253323,0.019850788369235983,0.020279895878253316
0.017592174383223087,0.020279895878253323,0.01985598676990176,0.020279895878253316
0.017630630649014843,0.020279895878253323,0.019861071850206087,0.020279895878253316
